% Code: cgiSensitivity.c v2.1 (sll - 20 Sept 2002 Build)
% from WWW Sensitivity Curve Generator located at:
%   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
% EQUAL ARM Space Based Observatory Sensitivity Curve
% Polarization and All Sky Averaged
% 
% For this data file:
% SNR = 1.000000 
% Armlength = 5.000000e+09 	meters
% Optics diameter = 0.300000 	meters
% Wavelength = 1064.000000 	nanometers
% Laser power = 1.000000 Watts
% Optical train efficiency = 0.300000 
% Accleration noise = 3.000000e-15 m/(s^2 root Hz)
% Position noise = 2.000000e-11 m/(root Hz)
% Sensitivity Floor Set by Laser Shot Noise
% Output Curve type is Laser Shot Noise
%
%
%
%f [Hz] 	hf [Hz^(-1/2)]
8.142927e-01	3.568600e-19
8.174896e-01	3.215968e-19
8.206991e-01	2.972461e-19
8.239213e-01	2.880645e-19
8.271561e-01	2.946363e-19
8.304037e-01	3.172968e-19
8.336638e-01	3.541910e-19
8.369369e-01	3.926689e-19
8.402228e-01	4.044024e-19
8.435216e-01	3.781604e-19
8.468334e-01	3.393772e-19
8.501581e-01	3.105364e-19
8.531439e-01	2.987435e-19
8.561401e-01	3.008989e-19
8.591469e-01	3.173075e-19
8.621642e-01	3.476636e-19
8.651922e-01	3.867100e-19
8.682308e-01	4.165054e-19
8.712800e-01	4.138315e-19
8.743399e-01	3.820015e-19
8.774107e-01	3.455477e-19
8.804921e-01	3.198997e-19
8.835844e-01	3.092162e-19
8.866876e-01	3.140722e-19
8.898017e-01	3.347947e-19
8.929267e-01	3.703445e-19
8.960626e-01	4.117042e-19
8.992096e-01	4.342087e-19
9.023677e-01	4.177934e-19
9.055368e-01	3.787694e-19
9.087171e-01	3.434691e-19
9.119085e-01	3.230513e-19
9.151112e-01	3.195907e-19
9.183251e-01	3.334561e-19
9.215502e-01	3.646960e-19
9.247867e-01	4.085038e-19
9.280346e-01	4.443319e-19
9.312939e-01	4.418713e-19
9.345645e-01	4.046214e-19
9.378467e-01	3.639069e-19
9.411405e-01	3.376686e-19
9.444458e-01	3.299414e-19
9.474463e-01	3.393328e-19
9.504563e-01	3.645386e-19
9.534759e-01	4.035847e-19
9.565049e-01	4.450685e-19
9.595442e-01	4.632745e-19
9.625922e-01	4.425233e-19
9.656506e-01	4.017662e-19
9.687186e-01	3.657402e-19
9.717961e-01	3.445998e-19
9.748832e-01	3.402655e-19
9.779807e-01	3.530619e-19
9.810878e-01	3.831348e-19
9.842045e-01	4.269456e-19
9.873316e-01	4.677445e-19
9.904683e-01	4.753759e-19
9.936155e-01	4.433035e-19
9.967722e-01	3.996134e-19
9.999384e-01	3.668258e-19
1.003115e+00	3.517130e-19
1.006302e+00	3.551998e-19
1.009499e+00	3.776405e-19
1.012707e+00	4.180065e-19
1.015923e+00	4.660188e-19
1.019152e+00	4.921366e-19
1.022390e+00	4.720869e-19
1.025637e+00	4.263249e-19
1.028896e+00	3.862189e-19
1.032165e+00	3.642202e-19
1.035444e+00	3.624002e-19
1.038733e+00	3.811516e-19
